price,sqft,bedroom,bathroom,balcony,age,flooring,furnishing,facing,parking,gated_security,amenities,locality,Children,Club,Fire,Gas,Gym,Intercom,Internet,Lift,Park,Security,Sewage,Shopping,Swimming,Visitor,price/sqft
5700000,1125,2,2,3,4,1,2,2,1,1,10,Bommanahalli,1,1,0,0,1,1,1,1,0,1,1,0,1,1,5066.666667
3900000,980,2,2,2,3,1,2,3,2,0,5,Bommanahalli,1,0,0,0,0,0,1,1,1,0,0,0,0,1,3979.591837
5700000,1075,2,2,2,0,1,1,1,1,1,3,Bommanahalli,0,0,0,0,0,0,0,1,0,1,1,0,0,0,5302.325581
11200000,1760,3,3,3,3,1,3,2,2,1,2,Bommanahalli,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6363.636364
1800000,440,2,2,0,4,0,1,1,0,0,0,Bommanahalli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4090.909091
7500000,1585,3,3,0,4,0,2,2,2,1,6,Bommanahalli,1,1,0,0,1,1,0,0,0,1,0,0,1,0,4731.861199
7200000,1350,3,2,1,3,1,3,5,1,1,5,Bommanahalli,0,0,0,0,1,0,0,1,1,1,0,0,1,0,5333.333333
7200000,1290,2,2,3,3,0,2,2,2,1,3,Bommanahalli,1,0,0,0,0,0,0,1,0,1,0,0,0,0,5581.395349
5700000,1035,2,2,2,4,1,3,1,2,1,2,Bommanahalli,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5507.246377
4850000,945,2,2,1,5,1,1,2,1,1,2,Bommanahalli,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5132.275132
5500000,1450,3,3,2,3,1,1,3,2,1,1,Bommanahalli,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3793.103448
10000000,1350,3,2,1,3,0,2,2,1,1,8,Bommanahalli,1,0,0,0,1,1,0,1,0,1,1,0,1,1,7407.407407
6000000,1145,2,2,2,4,1,2,3,2,1,7,Bommanahalli,1,1,0,0,1,1,1,0,0,1,0,0,1,0,5240.174672
10000000,1355,2,2,0,4,1,3,2,2,0,1,Bommanahalli,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7380.073801
5400000,1155,2,2,2,4,1,2,3,2,1,9,Bommanahalli,1,0,0,0,1,1,1,1,1,1,1,0,1,0,4675.324675
16500000,3395,3,4,2,3,1,2,5,2,0,1,Bommanahalli,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4860.088365
7500000,1100,2,2,1,2,1,3,1,2,1,6,Bommanahalli,0,0,1,1,0,0,1,1,0,1,0,0,0,1,6818.181818
17500000,1800,3,3,2,3,1,1,3,2,0,10,Bommanahalli,1,1,1,0,0,1,1,1,1,0,1,0,1,1,9722.222222
7500000,1200,2,2,2,3,1,2,1,1,1,11,Bommanahalli,1,0,1,1,1,1,1,1,0,1,1,0,1,1,6250
6000000,1531,3,3,2,4,1,2,5,2,1,2,Bommanahalli,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3919.007185
4500000,991,2,2,0,3,1,2,2,1,1,7,Bommanahalli,0,0,1,0,1,1,1,1,0,1,1,0,0,0,4540.86781
7000000,1350,2,2,1,3,1,2,2,2,1,8,Bommanahalli,1,0,1,0,1,1,1,1,0,1,0,0,0,1,5185.185185
6700000,1050,2,2,2,3,3,2,0,1,1,5,Bommanahalli,0,1,1,0,0,0,1,1,0,1,0,0,0,0,6380.952381
30000000,3600,4,7,0,3,0,2,4,0,0,0,BTM Layout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8333.333333
8700000,1200,3,3,0,4,0,0,1,3,0,0,BTM Layout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7250
8500000,3600,4,6,0,3,0,1,5,3,0,0,BTM Layout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2361.111111
45000000,5000,4,10,3,3,0,1,3,1,0,2,BTM Layout,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9000
11600000,1500,3,2,5,4,1,2,1,2,1,2,BTM Layout,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7733.333333
8100000,1032,3,2,1,4,1,2,5,1,1,7,BTM Layout,1,1,1,0,0,1,0,1,0,1,0,0,0,1,7848.837209
2500000,200,1,1,0,4,0,1,1,3,0,0,BTM Layout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12500
7200000,1080,2,2,2,3,1,2,6,1,1,7,BTM Layout,1,1,0,0,0,1,0,1,0,1,1,0,1,0,6666.666667
10000000,1200,2,2,2,2,1,2,2,2,0,0,BTM Layout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8333.333333
12500000,850,2,3,1,5,0,1,2,2,0,0,BTM Layout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14705.88235
22500000,1200,2,2,0,4,0,1,3,2,0,0,BTM Layout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18750
23000000,2003,3,3,3,3,1,2,1,2,1,10,BTM Layout,1,1,1,0,1,0,0,1,1,1,1,0,1,1,11482.77584
28000000,2400,4,4,0,4,0,2,2,1,0,0,BTM Layout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11666.66667
8200000,1170,2,2,1,4,3,3,8,2,1,3,BTM Layout,0,0,0,0,0,0,1,1,0,1,0,0,0,0,7008.547009
24000000,2300,3,3,2,2,1,1,3,2,1,11,BTM Layout,1,1,1,1,1,0,1,1,0,1,1,0,1,1,10434.78261
21500000,3600,4,6,3,3,0,2,2,2,1,1,BTM Layout,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5972.222222
8300000,1460,3,3,2,4,0,2,3,2,1,4,BTM Layout,1,1,0,0,0,0,0,1,0,1,0,0,0,0,5684.931507
16500000,3600,4,10,0,3,0,1,1,0,0,0,BTM Layout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4583.333333
7000000,880,2,2,2,4,1,2,1,2,1,9,BTM Layout,0,0,1,1,0,1,1,1,1,1,1,0,0,1,7954.545455
4300000,550,1,1,1,4,2,2,3,2,0,0,BTM Layout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7818.181818
9000000,2100,4,6,2,4,2,1,2,0,0,0,BTM Layout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4285.714286
16000000,1800,3,3,3,1,1,2,1,2,1,1,BTM Layout,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8888.888889
5700000,1100,2,2,1,3,1,2,3,1,0,2,BTM Layout,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5181.818182
12000000,1210,2,2,1,3,3,2,1,1,1,6,BTM Layout,0,0,1,0,0,0,1,1,0,1,1,0,0,1,9917.355372
45100000,5474,4,4,0,1,0,1,2,2,1,1,BTM Layout,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8238.947753
15000000,1200,3,3,2,1,3,2,2,2,1,1,Chamrajpet,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12500
11000000,1200,2,2,0,5,0,1,2,2,1,0,Chamrajpet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9166.666667
21000000,1540,3,3,0,3,0,2,3,1,1,1,Chamrajpet,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13636.36364
5500000,1760,4,4,0,4,0,1,3,0,0,0,Chamrajpet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3125
7500000,770,2,1,0,4,1,2,5,3,0,0,Chamrajpet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9740.25974
6000000,2000,4,4,0,4,0,2,1,3,0,0,Chamrajpet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000
62500000,3850,4,6,6,5,3,3,3,2,0,6,Chamrajpet,1,1,0,0,1,1,0,1,0,0,0,0,1,0,16233.76623
25000000,2100,3,2,2,4,2,2,1,2,1,7,Chamrajpet,1,0,1,0,0,1,0,1,1,1,0,0,0,1,11904.7619
50000000,3000,3,4,4,5,3,3,2,2,0,5,Chamrajpet,1,1,0,0,0,1,0,1,0,0,0,0,1,0,16666.66667
6500000,2500,4,4,0,4,0,2,1,3,0,0,Chamrajpet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600
5800000,980,2,2,2,2,0,3,2,1,1,5,Chamrajpet,1,0,0,0,0,0,0,1,1,1,0,0,0,1,5918.367347
3300000,2347,3,2,1,1,3,2,3,0,1,3,Chamrajpet,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1406.050277
4500000,950,2,2,0,4,1,2,2,0,0,0,Chamrajpet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4736.842105
13000000,1350,3,3,2,4,4,2,8,2,1,1,Chamrajpet,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9629.62963
15000000,1000,2,1,0,4,3,2,1,3,1,2,Chamrajpet,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15000
45000000,3150,4,3,1,1,1,1,3,1,1,12,Chamrajpet,1,1,1,1,1,1,1,1,0,1,1,0,1,1,14285.71429
12500000,400,1,1,0,2,0,1,0,0,0,0,Chamrajpet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31250
8000000,1117,2,2,0,3,0,2,2,2,1,2,Chamrajpet,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7162.041182
85000000,3600,4,4,4,5,3,1,1,1,1,14,Chamrajpet,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23611.11111
16000000,1450,3,2,1,4,1,3,8,2,1,1,Chamrajpet,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11034.48276
4600000,675,2,2,0,4,3,2,2,0,0,0,Chamrajpet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6814.814815
15700000,1570,3,2,2,2,1,2,3,1,1,3,Chamrajpet,0,0,0,0,0,0,0,1,0,1,1,0,0,0,10000
14000000,1665,3,3,2,1,1,3,0,1,1,1,Chamrajpet,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8408.408408
15000000,1670,3,3,2,1,0,3,2,1,0,1,Chamrajpet,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8982.035928
13000000,1275,3,2,2,5,1,2,2,1,1,1,Chamrajpet,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10196.07843
3600000,350,1,1,0,1,0,1,2,3,0,0,Chamrajpet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10285.71429
9000000,1800,4,6,0,2,0,1,1,3,0,0,Chamrajpet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000
4000000,1200,2,1,0,4,0,1,1,0,0,0,Chamrajpet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3333.333333
5500000,650,2,2,0,2,0,2,3,2,0,3,Chamrajpet,0,0,0,0,0,0,1,0,0,0,1,1,0,0,8461.538462
4000000,1066,3,1,0,4,0,1,3,0,0,0,Chamrajpet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3752.345216
8500000,1130,2,2,0,3,1,2,2,2,1,3,Chamrajpet,0,1,0,0,0,0,0,1,0,1,0,0,0,0,7522.123894
24500000,1818,3,3,1,1,3,3,1,2,1,2,Chamrajpet,0,0,0,0,1,0,0,0,0,1,0,0,0,0,13476.34763
13000000,1400,3,4,1,4,3,3,1,1,1,2,Chamrajpet,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9285.714286
10500000,1458,3,2,2,4,1,2,0,2,1,5,Chamrajpet,0,0,1,0,0,1,0,1,0,1,1,0,0,0,7201.646091
12000000,1400,3,2,3,4,1,3,1,2,1,2,Chamrajpet,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8571.428571
6000000,1000,2,2,2,3,3,1,2,2,1,2,Chamrajpet,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6000
5000000,750,2,2,0,0,0,1,1,2,1,1,Chamrajpet,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6666.666667
20000000,1700,3,2,2,2,3,2,5,2,1,3,Chamrajpet,0,0,0,0,0,0,0,1,0,1,0,0,0,1,11764.70588
10000000,1350,3,2,2,3,1,3,3,2,0,2,Chamrajpet,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7407.407407
15000000,1083,2,2,1,3,0,3,0,2,0,6,Chamrajpet,1,1,0,0,1,0,0,1,0,0,0,0,1,1,13850.41551
35000000,1784,3,3,3,2,1,3,1,1,1,7,Chamrajpet,0,0,0,1,1,1,1,1,0,1,0,1,0,0,19618.83408
5200000,750,2,1,1,4,2,3,3,0,0,1,Chamrajpet,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6933.333333
15200000,1377,3,3,1,1,1,1,3,2,1,0,Chamrajpet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11038.48947
15500000,1450,2,2,1,4,0,2,1,2,1,6,Chamrajpet,1,1,0,0,1,0,0,1,0,1,0,0,0,1,10689.65517
8000000,950,2,2,1,3,3,2,0,2,1,8,Chamrajpet,1,1,0,0,1,0,0,1,0,1,1,0,1,1,8421.052632
6300000,875,2,1,1,4,3,3,2,2,0,1,Chamrajpet,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7200
14000000,1612,3,3,4,4,2,1,3,1,1,3,Chamrajpet,1,0,0,0,0,0,0,1,0,1,0,0,0,0,8684.863524
4500000,500,1,1,0,4,1,2,1,0,0,0,Chamrajpet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000
6000000,744,2,1,1,4,2,2,2,0,1,0,Chamrajpet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8064.516129
8000000,1100,2,2,1,4,3,2,3,2,1,3,Chamrajpet,0,0,0,0,0,0,0,1,0,1,0,0,0,1,7272.727273
17500000,1501,2,2,2,4,1,3,5,2,1,6,Chamrajpet,1,0,1,0,0,0,1,1,0,1,0,0,0,1,11658.89407
8200000,1430,3,3,0,2,0,3,3,1,1,8,Channasandra,1,1,0,0,1,1,0,0,1,1,0,0,1,1,5734.265734
17000000,1560,3,3,2,1,1,3,2,1,1,2,Channasandra,0,0,0,0,1,0,0,0,0,1,0,0,0,0,10897.4359
10000000,1385,3,2,2,3,1,2,2,2,1,14,Channasandra,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7220.216606
6600000,1207,2,2,1,5,0,2,1,2,1,5,Channasandra,1,0,0,0,1,1,0,0,1,1,0,0,0,0,5468.102734
7500000,1070,2,2,1,2,1,2,2,2,1,10,Channasandra,1,1,0,0,1,1,1,1,1,1,0,1,0,1,7009.345794
14500000,1745,3,3,2,3,1,2,3,2,1,9,Channasandra,1,1,0,0,1,1,0,1,1,1,0,1,1,0,8309.455587
29500000,1890,3,4,4,2,5,2,3,1,1,13,Channasandra,1,1,1,0,1,1,1,1,1,1,1,1,1,1,15608.46561
6000000,1200,2,2,2,3,1,3,5,2,1,9,Channasandra,1,1,0,1,1,0,1,1,0,1,0,1,0,1,5000
10000000,1600,3,3,0,5,0,2,4,2,1,6,Channasandra,1,0,1,0,1,0,1,1,0,1,0,0,0,0,6250
4800000,935,2,2,1,2,1,2,2,2,0,0,Channasandra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5133.68984
5000000,1010,2,2,0,2,0,2,2,0,1,8,Channasandra,1,1,0,0,1,1,0,0,1,1,0,0,1,1,4950.49505
17000000,1536,3,3,2,1,1,2,1,1,1,12,Channasandra,1,1,1,0,1,1,1,1,1,1,1,0,1,1,11067.70833
13000000,1287,2,2,2,1,1,3,1,1,1,11,Channasandra,1,1,1,0,1,1,0,1,1,1,1,0,1,1,10101.0101
8000000,1430,3,3,2,2,1,2,3,1,1,9,Channasandra,1,1,0,0,1,1,0,1,1,1,0,0,1,1,5594.405594
30000000,9180,4,11,0,5,0,2,2,2,0,1,Channasandra,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3267.973856
15000000,1413,3,2,2,1,1,3,2,2,1,14,Channasandra,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10615.71125
6500000,1050,2,2,0,1,0,3,1,2,1,2,Channasandra,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6190.47619
7200000,1225,2,2,3,1,1,2,1,2,1,2,Channasandra,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5877.55102
9000000,1130,2,2,2,2,1,3,3,2,1,13,Channasandra,1,1,1,1,1,1,0,1,1,1,1,1,1,1,7964.60177
8500000,1227,2,2,2,3,1,2,3,2,1,13,Channasandra,1,1,1,1,1,0,1,1,1,1,1,1,1,1,6927.465363
7000000,1465,3,2,3,2,1,3,2,2,0,4,Channasandra,1,0,0,0,0,1,0,0,1,0,0,0,0,1,4778.156997
28000000,2488,4,4,3,0,1,1,2,2,1,8,Channasandra,1,1,0,0,1,1,0,1,0,1,0,0,1,1,11254.01929
8500000,1195,2,2,2,3,1,2,3,1,1,12,Channasandra,1,1,1,0,1,1,1,1,1,1,0,1,1,1,7112.970711
5200000,1010,2,2,1,2,0,2,1,0,1,1,Channasandra,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5148.514851
20500000,1850,3,3,3,3,1,2,2,2,1,14,Channasandra,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11081.08108
8200000,1353,2,2,3,5,1,1,4,2,1,5,Cooke Town,0,0,0,0,1,0,0,1,0,1,0,0,1,1,6060.606061
8200000,1121,2,2,2,2,1,2,0,2,1,2,Cooke Town,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7314.897413
7200000,1000,2,2,1,2,1,2,1,2,1,4,Cooke Town,0,0,1,1,0,0,0,1,0,1,0,0,0,0,7200
6200000,1150,2,2,0,5,0,2,3,0,0,0,Cooke Town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5391.304348
6200000,700,2,2,0,5,0,2,3,2,0,0,Cooke Town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8857.142857
7500000,1073,2,2,2,4,1,2,8,2,1,4,Cooke Town,0,0,1,0,0,0,0,1,0,1,0,0,0,1,6989.748369
9000000,2900,4,7,1,4,3,2,2,2,1,6,Cooke Town,1,1,0,0,0,0,0,0,1,1,1,0,1,0,3103.448276
21000000,1789,3,4,0,2,0,2,0,2,1,1,Cooke Town,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11738.40134
7900000,1197,2,2,2,4,2,2,0,2,1,3,Cooke Town,0,0,0,0,0,0,1,1,0,1,0,0,0,0,6599.832916
7200000,1157,2,2,2,4,1,2,2,1,1,3,Cooke Town,0,0,0,0,0,0,1,1,0,1,0,0,0,0,6222.990493
20000000,1619,3,4,2,2,3,3,4,2,1,2,Cooke Town,0,0,0,0,0,0,0,1,0,1,0,0,0,0,12353.30451
3000000,512,2,2,1,3,1,2,3,0,1,3,Cooke Town,0,0,0,0,0,0,0,1,0,1,0,0,0,1,5859.375
3200000,600,2,2,0,3,1,3,3,2,1,1,Cooke Town,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5333.333333
2200000,600,2,1,1,3,1,1,2,0,1,2,Cooke Town,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3666.666667
3200000,600,2,2,1,3,1,3,1,0,1,2,Cooke Town,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5333.333333
17500000,425,1,1,1,4,2,1,3,0,1,7,Cooke Town,0,1,0,0,0,1,0,1,1,1,0,0,1,1,41176.47059
16000000,2000,4,6,0,5,0,2,2,0,0,0,Cooke Town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000
7900000,1112,2,2,2,4,3,1,4,2,0,2,Cooke Town,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7104.316547
5800000,965,2,2,0,4,1,2,2,0,1,6,Cooke Town,1,0,1,0,0,0,0,1,1,1,0,0,0,1,6010.362694
22500000,1600,2,2,2,4,1,2,4,2,0,4,Cooke Town,0,0,0,0,0,1,1,1,0,0,0,0,0,1,14062.5
6000000,850,2,2,1,2,1,2,3,2,0,3,Cooke Town,0,0,0,0,0,1,0,1,0,0,0,0,0,1,7058.823529
12500000,1550,3,2,3,4,2,3,1,1,0,5,Cooke Town,0,0,1,0,0,0,0,1,1,0,1,0,1,0,8064.516129
6000000,885,2,18,0,2,0,2,3,2,0,3,Cooke Town,0,0,0,0,0,1,0,1,0,0,0,0,0,1,6779.661017
7500000,1000,2,2,2,4,0,2,0,2,1,3,Cooke Town,0,0,0,1,0,0,0,0,0,1,0,0,0,1,7500
6000000,885,2,2,0,4,0,1,2,2,1,0,Cooke Town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6779.661017
7100000,1070,2,2,2,2,3,2,2,2,1,1,Cooke Town,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6635.514019
17500000,1800,3,3,3,3,1,2,2,2,1,1,Cooke Town,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9722.222222
9600000,1050,2,2,4,4,2,2,6,2,1,1,Cooke Town,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9142.857143
27500000,2600,3,3,3,4,3,2,3,2,1,5,Cooke Town,0,0,1,0,1,0,1,1,0,1,0,0,0,0,10576.92308
8000000,932,2,2,1,4,3,2,2,2,1,7,Cooke Town,1,0,0,0,0,0,1,1,1,1,0,1,0,1,8583.690987
15000000,1030,2,2,2,4,3,2,1,2,1,6,Cooke Town,1,0,0,0,0,0,1,1,1,1,0,1,0,0,14563.1068
13500000,1350,2,2,3,4,0,2,4,2,1,1,Cooke Town,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10000
29000000,2002,3,4,1,2,3,2,2,1,1,6,Cooke Town,1,0,0,1,0,0,0,1,0,1,1,0,0,1,14485.51449
13000000,1440,3,3,2,1,0,2,6,1,1,3,Cooke Town,0,0,1,0,0,0,0,1,0,1,0,0,0,0,9027.777778
11000000,1300,2,2,1,4,2,2,4,1,1,2,Cooke Town,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8461.538462
38500000,3600,4,4,5,3,1,2,2,1,1,7,Cooke Town,0,0,1,0,0,1,1,1,1,1,0,0,0,1,10694.44444
14000000,1250,2,2,2,3,1,2,1,1,1,6,Cooke Town,1,0,0,1,0,0,0,1,1,1,0,0,0,1,11200
12500000,2200,3,4,2,4,1,2,2,1,1,7,Cooke Town,0,1,0,0,1,1,0,1,1,1,0,0,0,1,5681.818182
11500000,1200,3,2,0,4,1,3,0,2,1,2,Cooke Town,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9583.333333
7500000,990,2,2,0,5,0,2,1,1,1,2,Cooke Town,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7575.757576
39500000,4220,4,5,4,4,1,2,2,2,0,6,Cooke Town,1,1,1,0,0,1,0,1,0,0,0,0,0,1,9360.189573
7000000,1100,2,2,1,4,0,2,2,2,1,6,Cooke Town,1,0,1,0,0,0,0,1,1,1,1,0,0,0,6363.636364
33000000,2200,3,3,0,3,0,2,0,2,1,8,Cooke Town,1,1,0,0,1,1,0,1,0,1,0,0,1,1,15000
26000000,2300,4,4,1,2,3,2,2,2,1,8,Cooke Town,0,0,1,0,0,1,0,1,1,1,1,1,0,1,11304.34783
30000000,1950,3,3,2,4,2,2,2,1,1,3,Cooke Town,0,0,0,0,0,1,0,1,0,1,0,0,0,0,15384.61538
7700000,1052,2,2,0,3,1,2,5,2,1,2,Cooke Town,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7319.391635
8400000,1270,2,2,0,3,0,3,2,1,1,2,Corporation,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6614.173228
4500000,750,2,2,0,4,0,2,2,0,0,0,Corporation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000
2200000,520,1,1,0,2,0,1,2,0,1,1,Corporation,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4230.769231
2200000,600,1,1,0,1,0,2,3,2,1,0,Corporation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3666.666667
8500000,1020,2,2,0,4,1,2,1,2,1,2,Corporation,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8333.333333
4200000,1050,2,2,1,4,1,2,1,2,0,3,Corporation,1,0,0,0,0,0,0,1,0,0,0,0,0,1,4000
4500000,1047,2,2,2,2,1,2,5,2,0,2,Corporation,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4297.994269
1450000,400,1,1,0,3,1,1,3,3,0,1,Corporation,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3625
5700000,670,2,2,1,1,1,2,0,2,0,9,Corporation,1,1,0,1,0,1,0,1,1,0,1,0,1,1,8507.462687
1500000,500,1,1,1,4,1,2,1,2,0,0,Corporation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000
4200000,940,2,2,1,2,3,1,1,1,1,4,Corporation,0,1,0,0,0,0,0,1,1,1,0,0,0,0,4468.085106
4200000,975,2,2,1,2,3,3,1,2,0,4,Corporation,0,0,0,0,0,0,0,1,0,1,1,0,0,1,4307.692308
10000000,1100,2,2,0,4,0,3,1,0,1,1,Corporation,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9090.909091
11000000,1100,2,2,0,3,0,3,2,2,1,1,Corporation,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10000
5100000,760,2,2,1,4,3,2,2,0,0,0,Corporation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6710.526316
11200000,1854,3,3,4,0,1,2,1,1,1,5,Corporation,0,1,0,0,1,1,0,0,0,1,0,0,1,0,6040.992449
13500000,1674,3,3,2,4,3,3,3,0,0,1,Corporation,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8064.516129
18000000,3600,4,10,0,5,0,1,5,3,0,0,Corporation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000
8000000,480,1,1,0,1,0,3,3,0,1,2,Corporation,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16666.66667
60000000,1800,4,4,1,3,0,2,3,0,0,0,Corporation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33333.33333
85200000,2241,4,4,3,0,1,1,2,2,1,10,Corporation,1,1,1,0,1,0,0,1,1,1,1,0,1,1,38018.74163
60000000,1713,3,3,2,0,1,1,2,2,1,10,Corporation,1,1,1,0,1,0,0,1,1,1,1,0,1,1,35026.2697
11700000,1400,3,3,0,4,0,3,2,3,0,0,Corporation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8357.142857
12500000,1400,3,3,1,4,3,2,2,1,1,1,Corporation,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8928.571429
4000000,500,2,1,0,0,0,2,1,3,0,0,Corporation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000
9500000,1645,3,3,1,4,0,3,5,2,1,2,Cox Town,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5775.075988
24000000,2615,4,4,3,3,3,2,3,2,1,4,Cox Town,0,0,1,0,0,0,0,1,0,1,0,0,0,1,9177.820268
6200000,1010,2,2,1,4,1,2,2,2,0,3,Cox Town,0,0,0,0,0,0,0,1,0,0,1,0,0,1,6138.613861
13000000,1700,4,3,0,3,0,2,3,2,0,0,Cox Town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7647.058824
90000000,4995,4,5,0,4,0,2,5,2,1,2,Cox Town,0,0,0,0,1,0,0,0,0,1,0,0,0,0,18018.01802
20000000,2650,3,3,1,4,3,2,1,1,1,2,Cox Town,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7547.169811
72000000,4292,4,5,0,4,0,2,1,2,1,6,Cox Town,0,1,0,0,1,0,0,1,1,0,0,0,1,1,16775.39609
15000000,2000,4,4,2,3,0,3,0,2,0,2,Cox Town,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7500
8000000,1200,2,2,3,4,3,2,3,2,1,1,Cox Town,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6666.666667
8500000,1300,3,2,1,4,3,2,2,2,1,1,Cox Town,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6538.461538
20000000,2400,4,3,2,4,3,3,3,2,1,1,Cox Town,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8333.333333
